,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
8392,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8393,Heart attack, vomiting, breathlessness, sweating, chest_pain
8394,Varicose veins, fatigue, cramps, bruising, obesity
8395,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8396,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8397,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8398,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8399,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8400,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8401,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8402,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8403,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8404,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8405,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8406,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8407,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8408,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8409,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8410,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8411,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8412,Diabetes , fatigue, weight_loss, restlessness, lethargy
8413,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8414,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8415,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8416,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8417,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8418,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8419,Jaundice,itching, vomiting, fatigue, weight_loss
8420,Malaria, chills, vomiting, high_fever, sweating
8421,Chicken pox,itching, skin_rash, fatigue, lethargy
8422,Dengue, skin_rash, chills, joint_pain, vomiting
8423,Typhoid, chills, vomiting, fatigue, high_fever
8424,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8425,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8426,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8427,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8428,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8429,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8430,Tuberculosis, chills, vomiting, fatigue, weight_loss
8431,Common Cold, continuous_sneezing, chills, fatigue, cough
8432,Pneumonia, chills, fatigue, cough, high_fever
8433,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8434,Heart attack, vomiting, breathlessness, sweating, chest_pain
8435,Varicose veins, fatigue, cramps, bruising, obesity
8436,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8437,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8438,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8439,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8440,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8441,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8442,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8443,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8444,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8445,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8446,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8447,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8448,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8449,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8450,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8451,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8452,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8453,Diabetes , fatigue, weight_loss, restlessness, lethargy
8454,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8455,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8456,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8457,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8458,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8459,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8460,Jaundice,itching, vomiting, fatigue, weight_loss
8461,Malaria, chills, vomiting, high_fever, sweating
8462,Chicken pox,itching, skin_rash, fatigue, lethargy
8463,Dengue, skin_rash, chills, joint_pain, vomiting
8464,Typhoid, chills, vomiting, fatigue, high_fever
8465,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8466,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8467,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8468,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8469,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8470,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8471,Tuberculosis, chills, vomiting, fatigue, weight_loss
8472,Common Cold, continuous_sneezing, chills, fatigue, cough
8473,Pneumonia, chills, fatigue, cough, high_fever
8474,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8475,Heart attack, vomiting, breathlessness, sweating, chest_pain
8476,Varicose veins, fatigue, cramps, bruising, obesity
8477,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8478,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8479,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8480,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8481,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8482,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8483,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8484,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8485,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8486,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8487,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8488,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8489,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8490,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8491,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8492,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8493,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8494,Diabetes , fatigue, weight_loss, restlessness, lethargy
8495,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8496,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8497,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8498,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8499,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8500,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8501,Jaundice,itching, vomiting, fatigue, weight_loss
8502,Malaria, chills, vomiting, high_fever, sweating
8503,Chicken pox,itching, skin_rash, fatigue, lethargy
8504,Dengue, skin_rash, chills, joint_pain, vomiting
8505,Typhoid, chills, vomiting, fatigue, high_fever
8506,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8507,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8508,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8509,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8510,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8511,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8512,Tuberculosis, chills, vomiting, fatigue, weight_loss
8513,Common Cold, continuous_sneezing, chills, fatigue, cough
8514,Pneumonia, chills, fatigue, cough, high_fever
8515,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8516,Heart attack, vomiting, breathlessness, sweating, chest_pain
8517,Varicose veins, fatigue, cramps, bruising, obesity
8518,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8519,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8520,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8521,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8522,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8523,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8524,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8525,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8526,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8527,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8528,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8529,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8530,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8531,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8532,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8533,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8534,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8535,Diabetes , fatigue, weight_loss, restlessness, lethargy
8536,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8537,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8538,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8539,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8540,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8541,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8542,Jaundice,itching, vomiting, fatigue, weight_loss
8543,Malaria, chills, vomiting, high_fever, sweating
8544,Chicken pox,itching, skin_rash, fatigue, lethargy
8545,Dengue, skin_rash, chills, joint_pain, vomiting
8546,Typhoid, chills, vomiting, fatigue, high_fever
8547,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8548,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8549,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8550,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8551,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8552,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8553,Tuberculosis, chills, vomiting, fatigue, weight_loss
8554,Common Cold, continuous_sneezing, chills, fatigue, cough
8555,Pneumonia, chills, fatigue, cough, high_fever
8556,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8557,Heart attack, vomiting, breathlessness, sweating, chest_pain
8558,Varicose veins, fatigue, cramps, bruising, obesity
8559,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8560,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8561,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8562,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8563,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8564,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8565,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8566,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8567,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8568,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8569,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8570,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8571,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8572,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8573,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8574,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8575,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8576,Diabetes , fatigue, weight_loss, restlessness, lethargy
8577,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8578,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8579,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8580,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8581,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8582,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8583,Jaundice,itching, vomiting, fatigue, weight_loss
8584,Malaria, chills, vomiting, high_fever, sweating
8585,Chicken pox,itching, skin_rash, fatigue, lethargy
8586,Dengue, skin_rash, chills, joint_pain, vomiting
8587,Typhoid, chills, vomiting, fatigue, high_fever
8588,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8589,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8590,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8591,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8592,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8593,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8594,Tuberculosis, chills, vomiting, fatigue, weight_loss
8595,Common Cold, continuous_sneezing, chills, fatigue, cough
8596,Pneumonia, chills, fatigue, cough, high_fever
8597,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8598,Heart attack, vomiting, breathlessness, sweating, chest_pain
8599,Varicose veins, fatigue, cramps, bruising, obesity
8600,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8601,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8602,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8603,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8604,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8605,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8606,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8607,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8608,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8609,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8610,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8611,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8612,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8613,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8614,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8615,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8616,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8617,Diabetes , fatigue, weight_loss, restlessness, lethargy
8618,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8619,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8620,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8621,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
